Cycle Time (minutes),Product Category,Waste Generated (kg),Production Volume (units),Water Usage (liters),Machine Utilization (%),Machine Age (years),Machine Type,Supplier,Operator Experience (years),Revenue ($)
10,0,100,789.0,2000,82,6.19,0,0,3.82,394437.27
30,2,500,633.47,10000,73,9.73,2,2,4.7,506739.07
20,1,300,730.35,6000,87,3.49,1,0,5.95,438157.67
10,0,100,685.2,2000,82,6.19,0,0,5.78,342551.27
20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
20,1,300,718.25,6000,87,3.49,1,0,5.12,430901.77
30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
20,1,300,748.85,6000,87,3.49,1,0,3.65,449260.26
30,2,500,653.77,10000,73,9.73,2,2,3.9,522977.77
10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
10,0,100,761.4,2000,82,6.19,0,0,4.3,380641.26
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
30,2,500,601.67,10000,73,9.73,2,2,5.65,481301.75
10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
20,1,300,730.25,6000,87,3.49,1,0,5.95,438097.68
30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
20,1,300,739.9,6000,87,3.49,1,0,4.6,443889.41
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
30,2,500,616.67,10000,73,9.73,2,2,3.65,493303.78
30,2,500,653.77,10000,73,9.73,2,2,3.9,522977.77
10,0,100,730.85,2000,82,6.19,0,0,5.58,365368.68
30,2,500,619.32,10000,73,9.73,2,2,4.92,495420.72
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
30,2,500,613.72,10000,73,9.73,2,2,5.22,490940.9
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
20,1,300,805.1,6000,87,3.49,1,0,3.82,482999.76
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
30,2,500,616.77,10000,73,9.73,2,2,3.65,493383.76
20,1,300,786.35,6000,87,3.49,1,0,3.9,471753.02
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
10,0,100,741.25,2000,82,6.19,0,0,5.15,370567.84
30,2,500,613.82,10000,73,9.73,2,2,5.22,491020.89
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
20,1,300,734.55,6000,87,3.49,1,0,5.65,440677.7
20,1,300,798.25,6000,87,3.49,1,0,3.95,478890.69
20,1,300,805.1,6000,87,3.49,1,0,3.82,482999.76
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
30,2,500,597.87,10000,73,9.73,2,2,5.95,478261.71
20,1,300,701.3,6000,87,3.49,1,0,5.78,420733.01
10,0,100,724.1,2000,82,6.19,0,0,5.03,361996.25
10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
10,0,100,715.8,2000,82,6.19,0,0,6.15,357845.0
30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
10,0,100,696.8,2000,82,6.19,0,0,6.02,348348.68
30,2,500,616.37,10000,73,9.73,2,2,3.65,493063.79
20,1,300,786.25,6000,87,3.49,1,0,3.9,471693.03
30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
10,0,100,735.6,2000,82,6.19,0,0,4.92,367744.43
10,0,100,704.75,2000,82,6.19,0,0,5.08,352324.55
20,1,300,777.1,6000,87,3.49,1,0,4.3,466203.6
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
30,2,500,613.82,10000,73,9.73,2,2,5.22,491020.89
30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
30,2,500,601.97,10000,73,9.73,2,2,5.65,481541.73
10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
20,1,300,805.2,6000,87,3.49,1,0,3.82,483059.75
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
30,2,500,607.32,10000,73,9.73,2,2,4.6,485823.13
20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
20,1,300,786.35,6000,87,3.49,1,0,3.9,471753.02
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
20,1,300,751.7,6000,87,3.49,1,0,4.92,450966.53
20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
20,1,300,777.6,6000,87,3.49,1,0,4.3,466503.54
20,1,300,757.35,6000,87,3.49,1,0,5.15,454354.96
20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
10,0,100,736.9,2000,82,6.19,0,0,4.7,368394.75
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
30,2,500,672.52,10000,73,9.73,2,2,3.82,537975.02
20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
30,2,500,607.32,10000,73,9.73,2,2,4.6,485823.12
20,1,300,731.8,6000,87,3.49,1,0,6.15,439026.92
30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
30,2,500,580.32,10000,73,9.73,2,2,6.02,464224.04
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
30,2,500,618.92,10000,73,9.73,2,2,4.92,495100.76
20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
30,2,500,613.82,10000,73,9.73,2,2,5.22,491020.89
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
30,2,500,601.97,10000,73,9.73,2,2,5.65,481541.73
10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
10,0,100,789.0,2000,82,6.19,0,0,3.82,394437.27
10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
10,0,100,714.25,2000,82,6.19,0,0,5.95,357070.76
30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
10,0,100,715.7,2000,82,6.19,0,0,6.15,357795.02
30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
10,0,100,696.8,2000,82,6.19,0,0,6.02,348348.68
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
10,0,100,730.0,2000,82,6.19,0,0,5.22,364944.7
30,2,500,620.62,10000,73,9.73,2,2,4.7,496460.99
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
30,2,500,672.62,10000,73,9.73,2,2,3.82,538055.01
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
10,0,100,761.5,2000,82,6.19,0,0,4.3,380691.24
10,0,100,741.25,2000,82,6.19,0,0,5.15,370567.84
10,0,100,730.1,2000,82,6.19,0,0,5.22,364994.68
10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
30,2,500,601.97,10000,73,9.73,2,2,5.65,481541.73
20,1,300,798.25,6000,87,3.49,1,0,3.95,478890.69
10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
20,1,300,730.45,6000,87,3.49,1,0,5.95,438217.66
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
20,1,300,739.8,6000,87,3.49,1,0,4.6,443829.42
20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
10,0,100,702.05,2000,82,6.19,0,0,5.12,350974.9
10,0,100,696.8,2000,82,6.19,0,0,6.02,348348.68
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
20,1,300,746.95,6000,87,3.49,1,0,5.58,448115.71
20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
30,2,500,588.47,10000,73,9.73,2,2,5.08,470744.8
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
20,1,300,756.95,6000,87,3.49,1,0,5.15,454115.01
10,0,100,730.0,2000,82,6.19,0,0,5.22,364944.69
10,0,100,737.1,2000,82,6.19,0,0,4.7,368494.73
10,0,100,718.35,2000,82,6.19,0,0,5.65,359120.75
20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
20,1,300,766.25,6000,87,3.49,1,0,4.7,459694.53
10,0,100,714.25,2000,82,6.19,0,0,5.95,357070.76
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
20,1,300,740.2,6000,87,3.49,1,0,5.03,444068.28
20,1,300,739.9,6000,87,3.49,1,0,4.6,443889.41
10,0,100,715.7,2000,82,6.19,0,0,6.15,357795.01
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
10,0,100,732.65,2000,82,6.19,0,0,3.65,366273.11
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
20,1,300,746.85,6000,87,3.49,1,0,5.58,448055.72
20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
20,1,300,720.95,6000,87,3.49,1,0,5.08,432521.43
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
10,0,100,741.15,2000,82,6.19,0,0,5.15,370517.85
10,0,100,730.2,2000,82,6.19,0,0,5.22,365044.67
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
20,1,300,798.25,6000,87,3.49,1,0,3.95,478890.69
10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
20,1,300,700.9,6000,87,3.49,1,0,5.78,420493.05
10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
10,0,100,715.8,2000,82,6.19,0,0,6.15,357845.0
30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
10,0,100,696.8,2000,82,6.19,0,0,6.02,348348.68
20,1,300,748.75,6000,87,3.49,1,0,3.65,449200.28
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
30,2,500,618.92,10000,73,9.73,2,2,4.92,495100.75
30,2,500,588.57,10000,73,9.73,2,2,5.08,470824.79
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
10,0,100,741.15,2000,82,6.19,0,0,5.15,370517.85
20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
10,0,100,736.7,2000,82,6.19,0,0,4.7,368294.77
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
10,0,100,723.7,2000,82,6.19,0,0,5.03,361796.32
30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
30,2,500,588.57,10000,73,9.73,2,2,5.08,470824.79
30,2,500,645.12,10000,73,9.73,2,2,4.3,516058.2
30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
10,0,100,730.2,2000,82,6.19,0,0,5.22,365044.67
30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
20,1,300,734.55,6000,87,3.49,1,0,5.65,440677.7
10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
10,0,100,750.15,2000,82,6.19,0,0,4.7,375017.32
10,0,100,714.25,2000,82,6.19,0,0,5.95,357070.76
30,2,500,568.72,10000,73,9.73,2,2,5.78,454946.12
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
20,1,300,739.9,6000,87,3.49,1,0,4.6,443889.41
20,1,300,731.7,6000,87,3.49,1,0,6.15,438966.94
20,1,300,718.25,6000,87,3.49,1,0,5.12,430901.77
10,0,100,696.6,2000,82,6.19,0,0,6.02,348248.7
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
20,1,300,720.65,6000,87,3.49,1,0,5.08,432341.48
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
30,2,500,620.62,10000,73,9.73,2,2,4.7,496461.0
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
10,0,100,722.9,2000,82,6.19,0,0,4.6,361397.46
20,1,300,731.8,6000,87,3.49,1,0,6.15,439026.92
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
30,2,500,616.77,10000,73,9.73,2,2,3.65,493383.76
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
10,0,100,735.6,2000,82,6.19,0,0,4.92,367744.43
30,2,500,588.17,10000,73,9.73,2,2,5.08,470504.82
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
30,2,500,613.82,10000,73,9.73,2,2,5.22,491020.89
10,0,100,737.1,2000,82,6.19,0,0,4.7,368494.73
10,0,100,718.35,2000,82,6.19,0,0,5.65,359120.75
30,2,500,665.77,10000,73,9.73,2,2,3.95,532575.8
10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
20,1,300,766.25,6000,87,3.49,1,0,4.7,459694.53
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
30,2,500,607.32,10000,73,9.73,2,2,4.6,485823.12
20,1,300,731.4,6000,87,3.49,1,0,6.15,438786.99
20,1,300,718.15,6000,87,3.49,1,0,5.12,430841.78
30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
30,2,500,616.67,10000,73,9.73,2,2,3.65,493303.78
30,2,500,653.47,10000,73,9.73,2,2,3.9,522737.8
30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
10,0,100,730.1,2000,82,6.19,0,0,5.22,364994.68
10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
10,0,100,782.15,2000,82,6.19,0,0,3.95,391013.26
20,1,300,805.1,6000,87,3.49,1,0,3.82,482999.76
30,2,500,633.47,10000,73,9.73,2,2,4.7,506739.09
10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
30,2,500,568.82,10000,73,9.73,2,2,5.78,455026.11
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
10,0,100,702.05,2000,82,6.19,0,0,5.12,350974.89
20,1,300,712.8,6000,87,3.49,1,0,6.02,427630.49
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
20,1,300,720.95,6000,87,3.49,1,0,5.08,432521.43
20,1,300,777.6,6000,87,3.49,1,0,4.3,466503.53
20,1,300,757.35,6000,87,3.49,1,0,5.15,454354.96
10,0,100,730.1,2000,82,6.19,0,0,5.22,364994.69
10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
30,2,500,672.62,10000,73,9.73,2,2,3.82,538055.01
20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
30,2,500,607.02,10000,73,9.73,2,2,4.6,485583.14
20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
30,2,500,585.67,10000,73,9.73,2,2,5.12,468505.09
10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
30,2,500,616.77,10000,73,9.73,2,2,3.65,493383.76
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
10,0,100,730.2,2000,82,6.19,0,0,5.22,365044.67
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
20,1,300,730.35,6000,87,3.49,1,0,5.95,438157.67
30,2,500,568.82,10000,73,9.73,2,2,5.78,455026.11
30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
10,0,100,723.4,2000,82,6.19,0,0,4.6,361647.4
30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
20,1,300,749.15,6000,87,3.49,1,0,3.65,449440.22
30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
10,0,100,741.25,2000,82,6.19,0,0,5.15,370567.84
10,0,100,729.8,2000,82,6.19,0,0,5.22,364844.74
30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
20,1,300,730.25,6000,87,3.49,1,0,5.95,438097.69
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
30,2,500,599.32,10000,73,9.73,2,2,6.15,479421.09
20,1,300,718.15,6000,87,3.49,1,0,5.12,430841.78
10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
30,2,500,653.77,10000,73,9.73,2,2,3.9,522977.78
10,0,100,730.85,2000,82,6.19,0,0,5.58,365368.67
20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
20,1,300,734.55,6000,87,3.49,1,0,5.65,440677.7
30,2,500,665.77,10000,73,9.73,2,2,3.95,532575.8
20,1,300,805.1,6000,87,3.49,1,0,3.82,482999.75
10,0,100,750.15,2000,82,6.19,0,0,4.7,375017.33
30,2,500,597.57,10000,73,9.73,2,2,5.95,478021.73
30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
30,2,500,653.77,10000,73,9.73,2,2,3.9,522977.77
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
30,2,500,588.57,10000,73,9.73,2,2,5.08,470824.79
30,2,500,645.02,10000,73,9.73,2,2,4.3,515978.22
30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
30,2,500,665.47,10000,73,9.73,2,2,3.95,532335.83
30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
20,1,300,730.45,6000,87,3.49,1,0,5.95,438217.66
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
10,0,100,715.8,2000,82,6.19,0,0,6.15,357845.0
30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
10,0,100,733.05,2000,82,6.19,0,0,3.65,366473.08
10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
30,2,500,619.32,10000,73,9.73,2,2,4.92,495420.72
20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
20,1,300,756.95,6000,87,3.49,1,0,5.15,454115.01
20,1,300,746.2,6000,87,3.49,1,0,5.22,447666.73
20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
10,0,100,718.35,2000,82,6.19,0,0,5.65,359120.75
30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
20,1,300,805.2,6000,87,3.49,1,0,3.82,483059.75
30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
20,1,300,740.2,6000,87,3.49,1,0,5.03,444068.28
30,2,500,607.32,10000,73,9.73,2,2,4.6,485823.12
20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
30,2,500,580.22,10000,73,9.73,2,2,6.02,464144.05
10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
20,1,300,786.35,6000,87,3.49,1,0,3.9,471753.02
30,2,500,614.47,10000,73,9.73,2,2,5.58,491540.06
10,0,100,735.3,2000,82,6.19,0,0,4.92,367594.47
10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
